count,mean,std,min,25%,50%,75%,max,median
600.0,3876.48,1294.2783382880218,2475.0,2910.0,3620.0,4367.0,8200.0,3620.0
600.0,1.76,0.7637881166562113,1.0,1.0,2.0,2.0,3.0,2.0
600.0,1.64,0.9337307366049387,0.0,1.0,2.0,2.0,3.0,2.0
600.0,2405.386,674.7300560457883,1433.33,1835.0,2475.0,2835.0,4367.0,2475.0
